VNR;VNAME;NNR;NNAME;ZEIT
1;"Dresden Bahnhof Mitte";1;"Dresden Bahnhof Mitte";300
1;"Dresden Bahnhof Mitte";1;"Dresden Bahnhof Mitte";180
1;"Dresden Bahnhof Mitte";1;"Dresden Bahnhof Mitte";180
1;"Dresden Bahnhof Mitte";1;"Dresden Bahnhof Mitte";180
1;"Dresden Bahnhof Mitte";1;"Dresden Bahnhof Mitte";300
1;"Dresden Bahnhof Mitte";1;"Dresden Bahnhof Mitte";120
1;"Dresden Bahnhof Mitte";1;"Dresden Bahnhof Mitte";90
1;"Dresden Bahnhof Mitte";1;"Dresden Bahnhof Mitte";120
1;"Dresden Bahnhof Mitte";1;"Dresden Bahnhof Mitte";120
1;"Dresden Bahnhof Mitte";1;"Dresden Bahnhof Mitte";180
1;"Dresden Bahnhof Mitte";1;"Dresden Bahnhof Mitte";180
1;"Dresden Bahnhof Mitte";1;"Dresden Bahnhof Mitte";120
1;"Dresden Bahnhof Mitte";1;"Dresden Bahnhof Mitte";240
1;"Dresden Bahnhof Mitte";1;"Dresden Bahnhof Mitte";120
1;"Dresden Bahnhof Mitte";1;"Dresden Bahnhof Mitte";180
1;"Dresden Bahnhof Mitte";1;"Dresden Bahnhof Mitte";120
1;"Dresden Bahnhof Mitte";1;"Dresden Bahnhof Mitte";240
1;"Dresden Bahnhof Mitte";1;"Dresden Bahnhof Mitte";180
1;"Dresden Bahnhof Mitte";1;"Dresden Bahnhof Mitte";300
1;"Dresden Bahnhof Mitte";1;"Dresden Bahnhof Mitte";120
1;"Dresden Bahnhof Mitte";1;"Dresden Bahnhof Mitte";180
1;"Dresden Bahnhof Mitte";1;"Dresden Bahnhof Mitte";300
1;"Dresden Bahnhof Mitte";1;"Dresden Bahnhof Mitte";240
1;"Dresden Bahnhof Mitte";1;"Dresden Bahnhof Mitte";180
1;"Dresden Bahnhof Mitte";1;"Dresden Bahnhof Mitte";240
1;"Dresden Bahnhof Mitte";1;"Dresden Bahnhof Mitte";180
1;"Dresden Bahnhof Mitte";1;"Dresden Bahnhof Mitte";90
1;"Dresden Bahnhof Mitte";1;"Dresden Bahnhof Mitte";180
1;"Dresden Bahnhof Mitte";1;"Dresden Bahnhof Mitte";180
1;"Dresden Bahnhof Mitte";1;"Dresden Bahnhof Mitte";300
3;"Dresden Prager Straße";3;"Dresden Prager Straße";120
3;"Dresden Prager Straße";3;"Dresden Prager Straße";120
3;"Dresden Prager Straße";3;"Dresden Prager Straße";120
3;"Dresden Prager Straße";3;"Dresden Prager Straße";120
4;"Dresden Altmarkt";4;"Dresden Altmarkt";180
4;"Dresden Altmarkt";4;"Dresden Altmarkt";120
4;"Dresden Altmarkt";4;"Dresden Altmarkt";180
4;"Dresden Altmarkt";4;"Dresden Altmarkt";120
5;"Dresden Pirnaischer Platz";5;"Dresden Pirnaischer Platz";180
5;"Dresden Pirnaischer Platz";5;"Dresden Pirnaischer Platz";480
5;"Dresden Pirnaischer Platz";5;"Dresden Pirnaischer Platz";120
5;"Dresden Pirnaischer Platz";5;"Dresden Pirnaischer Platz";180
5;"Dresden Pirnaischer Platz";5;"Dresden Pirnaischer Platz";180
5;"Dresden Pirnaischer Platz";5;"Dresden Pirnaischer Platz";420
5;"Dresden Pirnaischer Platz";5;"Dresden Pirnaischer Platz";180
5;"Dresden Pirnaischer Platz";5;"Dresden Pirnaischer Platz";120
5;"Dresden Pirnaischer Platz";5;"Dresden Pirnaischer Platz";180
5;"Dresden Pirnaischer Platz";5;"Dresden Pirnaischer Platz";240
5;"Dresden Pirnaischer Platz";5;"Dresden Pirnaischer Platz";180
5;"Dresden Pirnaischer Platz";5;"Dresden Pirnaischer Platz";180
5;"Dresden Pirnaischer Platz";5;"Dresden Pirnaischer Platz";120
5;"Dresden Pirnaischer Platz";5;"Dresden Pirnaischer Platz";180
5;"Dresden Pirnaischer Platz";5;"Dresden Pirnaischer Platz";420
5;"Dresden Pirnaischer Platz";5;"Dresden Pirnaischer Platz";180
5;"Dresden Pirnaischer Platz";5;"Dresden Pirnaischer Platz";240
5;"Dresden Pirnaischer Platz";5;"Dresden Pirnaischer Platz";180
5;"Dresden Pirnaischer Platz";5;"Dresden Pirnaischer Platz";120
5;"Dresden Pirnaischer Platz";5;"Dresden Pirnaischer Platz";480
5;"Dresden Pirnaischer Platz";5;"Dresden Pirnaischer Platz";420
5;"Dresden Pirnaischer Platz";5;"Dresden Pirnaischer Platz";420
5;"Dresden Pirnaischer Platz";5;"Dresden Pirnaischer Platz";480
5;"Dresden Pirnaischer Platz";5;"Dresden Pirnaischer Platz";120
5;"Dresden Pirnaischer Platz";5;"Dresden Pirnaischer Platz";480
6;"DD Deutsches Hygiene-Museum";6;"DD Deutsches Hygiene-Museum";600
6;"DD Deutsches Hygiene-Museum";6;"DD Deutsches Hygiene-Museum";120
6;"DD Deutsches Hygiene-Museum";6;"DD Deutsches Hygiene-Museum";600
6;"DD Deutsches Hygiene-Museum";6;"DD Deutsches Hygiene-Museum";120
7;"Dresden Straßburger Platz";7;"Dresden Straßburger Platz";120
7;"Dresden Straßburger Platz";7;"Dresden Straßburger Platz";120
7;"Dresden Straßburger Platz";7;"Dresden Straßburger Platz";120
7;"Dresden Straßburger Platz";7;"Dresden Straßburger Platz";420
7;"Dresden Straßburger Platz";7;"Dresden Straßburger Platz";120
7;"Dresden Straßburger Platz";7;"Dresden Straßburger Platz";480
7;"Dresden Straßburger Platz";7;"Dresden Straßburger Platz";420
7;"Dresden Straßburger Platz";7;"Dresden Straßburger Platz";120
7;"Dresden Straßburger Platz";7;"Dresden Straßburger Platz";300
7;"Dresden Straßburger Platz";7;"Dresden Straßburger Platz";300
7;"Dresden Straßburger Platz";7;"Dresden Straßburger Platz";120
7;"Dresden Straßburger Platz";7;"Dresden Straßburger Platz";300
7;"Dresden Straßburger Platz";7;"Dresden Straßburger Platz";120
7;"Dresden Straßburger Platz";7;"Dresden Straßburger Platz";120
7;"Dresden Straßburger Platz";7;"Dresden Straßburger Platz";120
7;"Dresden Straßburger Platz";7;"Dresden Straßburger Platz";120
7;"Dresden Straßburger Platz";7;"Dresden Straßburger Platz";300
7;"Dresden Straßburger Platz";7;"Dresden Straßburger Platz";120
7;"Dresden Straßburger Platz";7;"Dresden Straßburger Platz";120
7;"Dresden Straßburger Platz";7;"Dresden Straßburger Platz";120
7;"Dresden Straßburger Platz";7;"Dresden Straßburger Platz";480
7;"Dresden Straßburger Platz";7;"Dresden Straßburger Platz";120
7;"Dresden Straßburger Platz";7;"Dresden Straßburger Platz";120
7;"Dresden Straßburger Platz";7;"Dresden Straßburger Platz";120
7;"Dresden Straßburger Platz";7;"Dresden Straßburger Platz";120
8;"Dresden Großer Garten";8;"Dresden Großer Garten";120
8;"Dresden Großer Garten";8;"Dresden Großer Garten";120
8;"Dresden Großer Garten";8;"Dresden Großer Garten";120
8;"Dresden Großer Garten";8;"Dresden Großer Garten";120
9;"Dresden Dürerstraße";9;"Dresden Dürerstraße";60
10;"Dresden Sachsenallee";10;"Dresden Sachsenallee";120
11;"Dresden Rosa-Luxemburg-Platz";11;"Dresden Rosa-Luxemburg-Platz";120
12;"DD Bautzner/Rothenburger Str.";12;"DD Bautzner/Rothenburger Str.";180
12;"DD Bautzner/Rothenburger Str.";12;"DD Bautzner/Rothenburger Str.";120
12;"DD Bautzner/Rothenburger Str.";12;"DD Bautzner/Rothenburger Str.";120
12;"DD Bautzner/Rothenburger Str.";12;"DD Bautzner/Rothenburger Str.";120
12;"DD Bautzner/Rothenburger Str.";12;"DD Bautzner/Rothenburger Str.";120
12;"DD Bautzner/Rothenburger Str.";12;"DD Bautzner/Rothenburger Str.";120
12;"DD Bautzner/Rothenburger Str.";12;"DD Bautzner/Rothenburger Str.";120
12;"DD Bautzner/Rothenburger Str.";12;"DD Bautzner/Rothenburger Str.";180
12;"DD Bautzner/Rothenburger Str.";12;"DD Bautzner/Rothenburger Str.";120
13;"Dresden Albertplatz";13;"Dresden Albertplatz";120
13;"Dresden Albertplatz";13;"Dresden Albertplatz";180
13;"Dresden Albertplatz";13;"Dresden Albertplatz";240
13;"Dresden Albertplatz";13;"Dresden Albertplatz";240
13;"Dresden Albertplatz";13;"Dresden Albertplatz";120
13;"Dresden Albertplatz";13;"Dresden Albertplatz";360
13;"Dresden Albertplatz";13;"Dresden Albertplatz";240
13;"Dresden Albertplatz";13;"Dresden Albertplatz";180
13;"Dresden Albertplatz";13;"Dresden Albertplatz";360
13;"Dresden Albertplatz";13;"Dresden Albertplatz";120
13;"Dresden Albertplatz";13;"Dresden Albertplatz";420
13;"Dresden Albertplatz";13;"Dresden Albertplatz";240
13;"Dresden Albertplatz";13;"Dresden Albertplatz";420
13;"Dresden Albertplatz";13;"Dresden Albertplatz";120
13;"Dresden Albertplatz";13;"Dresden Albertplatz";240
13;"Dresden Albertplatz";13;"Dresden Albertplatz";240
14;"Dresden Carolaplatz";14;"Dresden Carolaplatz";120
14;"Dresden Carolaplatz";14;"Dresden Carolaplatz";120
14;"Dresden Carolaplatz";14;"Dresden Carolaplatz";120
14;"Dresden Carolaplatz";14;"Dresden Carolaplatz";120
15;"Dresden Synagoge";15;"Dresden Synagoge";120
16;"Dresden Bahnhof Neustadt";16;"Dresden Bahnhof Neustadt";180
16;"Dresden Bahnhof Neustadt";16;"Dresden Bahnhof Neustadt";180
16;"Dresden Bahnhof Neustadt";16;"Dresden Bahnhof Neustadt";180
16;"Dresden Bahnhof Neustadt";16;"Dresden Bahnhof Neustadt";180
16;"Dresden Bahnhof Neustadt";16;"Dresden Bahnhof Neustadt";120
16;"Dresden Bahnhof Neustadt";16;"Dresden Bahnhof Neustadt";120
16;"Dresden Bahnhof Neustadt";16;"Dresden Bahnhof Neustadt";180
16;"Dresden Bahnhof Neustadt";16;"Dresden Bahnhof Neustadt";60
16;"Dresden Bahnhof Neustadt";16;"Dresden Bahnhof Neustadt";240
16;"Dresden Bahnhof Neustadt";16;"Dresden Bahnhof Neustadt";180
16;"Dresden Bahnhof Neustadt";16;"Dresden Bahnhof Neustadt";180
16;"Dresden Bahnhof Neustadt";16;"Dresden Bahnhof Neustadt";180
16;"Dresden Bahnhof Neustadt";16;"Dresden Bahnhof Neustadt";180
16;"Dresden Bahnhof Neustadt";16;"Dresden Bahnhof Neustadt";300
16;"Dresden Bahnhof Neustadt";16;"Dresden Bahnhof Neustadt";300
16;"Dresden Bahnhof Neustadt";16;"Dresden Bahnhof Neustadt";240
16;"Dresden Bahnhof Neustadt";16;"Dresden Bahnhof Neustadt";240
16;"Dresden Bahnhof Neustadt";16;"Dresden Bahnhof Neustadt";180
16;"Dresden Bahnhof Neustadt";16;"Dresden Bahnhof Neustadt";240
16;"Dresden Bahnhof Neustadt";16;"Dresden Bahnhof Neustadt";120
16;"Dresden Bahnhof Neustadt";16;"Dresden Bahnhof Neustadt";180
16;"Dresden Bahnhof Neustadt";16;"Dresden Bahnhof Neustadt";60
16;"Dresden Bahnhof Neustadt";16;"Dresden Bahnhof Neustadt";120
16;"Dresden Bahnhof Neustadt";16;"Dresden Bahnhof Neustadt";180
16;"Dresden Bahnhof Neustadt";16;"Dresden Bahnhof Neustadt";120
16;"Dresden Bahnhof Neustadt";16;"Dresden Bahnhof Neustadt";240
16;"Dresden Bahnhof Neustadt";16;"Dresden Bahnhof Neustadt";180
16;"Dresden Bahnhof Neustadt";16;"Dresden Bahnhof Neustadt";180
16;"Dresden Bahnhof Neustadt";16;"Dresden Bahnhof Neustadt";120
16;"Dresden Bahnhof Neustadt";16;"Dresden Bahnhof Neustadt";120
16;"Dresden Bahnhof Neustadt";16;"Dresden Bahnhof Neustadt";180
16;"Dresden Bahnhof Neustadt";16;"Dresden Bahnhof Neustadt";180
16;"Dresden Bahnhof Neustadt";16;"Dresden Bahnhof Neustadt";240
16;"Dresden Bahnhof Neustadt";16;"Dresden Bahnhof Neustadt";120
16;"Dresden Bahnhof Neustadt";16;"Dresden Bahnhof Neustadt";180
16;"Dresden Bahnhof Neustadt";16;"Dresden Bahnhof Neustadt";120
16;"Dresden Bahnhof Neustadt";16;"Dresden Bahnhof Neustadt";120
17;"Dresden Anton-/Leipziger Str.";17;"Dresden Anton-/Leipziger Str.";180
17;"Dresden Anton-/Leipziger Str.";17;"Dresden Anton-/Leipziger Str.";180
17;"Dresden Anton-/Leipziger Str.";17;"Dresden Anton-/Leipziger Str.";180
17;"Dresden Anton-/Leipziger Str.";17;"Dresden Anton-/Leipziger Str.";120
17;"Dresden Anton-/Leipziger Str.";17;"Dresden Anton-/Leipziger Str.";300
17;"Dresden Anton-/Leipziger Str.";17;"Dresden Anton-/Leipziger Str.";180
17;"Dresden Anton-/Leipziger Str.";17;"Dresden Anton-/Leipziger Str.";300
17;"Dresden Anton-/Leipziger Str.";17;"Dresden Anton-/Leipziger Str.";120
17;"Dresden Anton-/Leipziger Str.";17;"Dresden Anton-/Leipziger Str.";300
17;"Dresden Anton-/Leipziger Str.";17;"Dresden Anton-/Leipziger Str.";120
17;"Dresden Anton-/Leipziger Str.";17;"Dresden Anton-/Leipziger Str.";180
17;"Dresden Anton-/Leipziger Str.";17;"Dresden Anton-/Leipziger Str.";300
17;"Dresden Anton-/Leipziger Str.";17;"Dresden Anton-/Leipziger Str.";120
17;"Dresden Anton-/Leipziger Str.";17;"Dresden Anton-/Leipziger Str.";120
17;"Dresden Anton-/Leipziger Str.";17;"Dresden Anton-/Leipziger Str.";180
17;"Dresden Anton-/Leipziger Str.";17;"Dresden Anton-/Leipziger Str.";180
17;"Dresden Anton-/Leipziger Str.";17;"Dresden Anton-/Leipziger Str.";120
17;"Dresden Anton-/Leipziger Str.";17;"Dresden Anton-/Leipziger Str.";120
17;"Dresden Anton-/Leipziger Str.";17;"Dresden Anton-/Leipziger Str.";120
17;"Dresden Anton-/Leipziger Str.";17;"Dresden Anton-/Leipziger Str.";180
17;"Dresden Anton-/Leipziger Str.";17;"Dresden Anton-/Leipziger Str.";180
17;"Dresden Anton-/Leipziger Str.";17;"Dresden Anton-/Leipziger Str.";180
17;"Dresden Anton-/Leipziger Str.";17;"Dresden Anton-/Leipziger Str.";180
17;"Dresden Anton-/Leipziger Str.";17;"Dresden Anton-/Leipziger Str.";180
17;"Dresden Anton-/Leipziger Str.";17;"Dresden Anton-/Leipziger Str.";120
18;"Dresden Palaisplatz";18;"Dresden Palaisplatz";120
18;"Dresden Palaisplatz";18;"Dresden Palaisplatz";120
18;"Dresden Palaisplatz";18;"Dresden Palaisplatz";120
18;"Dresden Palaisplatz";18;"Dresden Palaisplatz";120
19;"Dresden Neustädter Markt";19;"Dresden Neustädter Markt";120
19;"Dresden Neustädter Markt";19;"Dresden Neustädter Markt";180
19;"Dresden Neustädter Markt";19;"Dresden Neustädter Markt";120
19;"Dresden Neustädter Markt";19;"Dresden Neustädter Markt";180
20;"Dresden Theaterplatz";20;"Dresden Theaterplatz";180
20;"Dresden Theaterplatz";20;"Dresden Theaterplatz";120
20;"Dresden Theaterplatz";20;"Dresden Theaterplatz";120
20;"Dresden Theaterplatz";20;"Dresden Theaterplatz";180
21;"DD Kongresszentrum/H d Presse";21;"DD Kongresszentrum/H d Presse";180
21;"DD Kongresszentrum/H d Presse";21;"DD Kongresszentrum/H d Presse";120
21;"DD Kongresszentrum/H d Presse";21;"DD Kongresszentrum/H d Presse";120
21;"DD Kongresszentrum/H d Presse";21;"DD Kongresszentrum/H d Presse";180
23;"Dresden Schweriner Straße";23;"Dresden Schweriner Straße";120
25;"Dresden Hp Freiberger Straße";25;"Dresden Hp Freiberger Straße";360
25;"Dresden Hp Freiberger Straße";25;"Dresden Hp Freiberger Straße";180
25;"Dresden Hp Freiberger Straße";25;"Dresden Hp Freiberger Straße";180
25;"Dresden Hp Freiberger Straße";25;"Dresden Hp Freiberger Straße";180
25;"Dresden Hp Freiberger Straße";25;"Dresden Hp Freiberger Straße";120
25;"Dresden Hp Freiberger Straße";25;"Dresden Hp Freiberger Straße";120
25;"Dresden Hp Freiberger Straße";25;"Dresden Hp Freiberger Straße";180
25;"Dresden Hp Freiberger Straße";25;"Dresden Hp Freiberger Straße";180
25;"Dresden Hp Freiberger Straße";25;"Dresden Hp Freiberger Straße";120
25;"Dresden Hp Freiberger Straße";25;"Dresden Hp Freiberger Straße";120
25;"Dresden Hp Freiberger Straße";25;"Dresden Hp Freiberger Straße";360
25;"Dresden Hp Freiberger Straße";25;"Dresden Hp Freiberger Straße";90
25;"Dresden Hp Freiberger Straße";25;"Dresden Hp Freiberger Straße";120
25;"Dresden Hp Freiberger Straße";25;"Dresden Hp Freiberger Straße";180
25;"Dresden Hp Freiberger Straße";25;"Dresden Hp Freiberger Straße";180
25;"Dresden Hp Freiberger Straße";25;"Dresden Hp Freiberger Straße";180
25;"Dresden Hp Freiberger Straße";25;"Dresden Hp Freiberger Straße";120
25;"Dresden Hp Freiberger Straße";25;"Dresden Hp Freiberger Straße";90
25;"Dresden Hp Freiberger Straße";25;"Dresden Hp Freiberger Straße";180
25;"Dresden Hp Freiberger Straße";25;"Dresden Hp Freiberger Straße";180
25;"Dresden Hp Freiberger Straße";25;"Dresden Hp Freiberger Straße";180
25;"Dresden Hp Freiberger Straße";25;"Dresden Hp Freiberger Straße";180
25;"Dresden Hp Freiberger Straße";25;"Dresden Hp Freiberger Straße";180
25;"Dresden Hp Freiberger Straße";25;"Dresden Hp Freiberger Straße";360
25;"Dresden Hp Freiberger Straße";25;"Dresden Hp Freiberger Straße";360
25;"Dresden Hp Freiberger Straße";25;"Dresden Hp Freiberger Straße";300
25;"Dresden Hp Freiberger Straße";25;"Dresden Hp Freiberger Straße";180
25;"Dresden Hp Freiberger Straße";25;"Dresden Hp Freiberger Straße";180
25;"Dresden Hp Freiberger Straße";25;"Dresden Hp Freiberger Straße";180
25;"Dresden Hp Freiberger Straße";25;"Dresden Hp Freiberger Straße";180
25;"Dresden Hp Freiberger Straße";25;"Dresden Hp Freiberger Straße";180
25;"Dresden Hp Freiberger Straße";25;"Dresden Hp Freiberger Straße";120
25;"Dresden Hp Freiberger Straße";25;"Dresden Hp Freiberger Straße";180
25;"Dresden Hp Freiberger Straße";25;"Dresden Hp Freiberger Straße";180
25;"Dresden Hp Freiberger Straße";25;"Dresden Hp Freiberger Straße";180
25;"Dresden Hp Freiberger Straße";25;"Dresden Hp Freiberger Straße";180
25;"Dresden Hp Freiberger Straße";25;"Dresden Hp Freiberger Straße";180
25;"Dresden Hp Freiberger Straße";25;"Dresden Hp Freiberger Straße";180
25;"Dresden Hp Freiberger Straße";25;"Dresden Hp Freiberger Straße";300
26;"Dresden Alfred-Althus-Straße";26;"Dresden Alfred-Althus-Straße";120
27;"Dresden Budapester Straße";27;"Dresden Budapester Straße";180
27;"Dresden Budapester Straße";27;"Dresden Budapester Straße";120
27;"Dresden Budapester Straße";27;"Dresden Budapester Straße";120
27;"Dresden Budapester Straße";27;"Dresden Budapester Straße";180
28;"Dresden Hauptbahnhof";28;"Dresden Hauptbahnhof";300
28;"Dresden Hauptbahnhof";28;"Dresden Hauptbahnhof";180
28;"Dresden Hauptbahnhof";28;"Dresden Hauptbahnhof";300
28;"Dresden Hauptbahnhof";28;"Dresden Hauptbahnhof";300
28;"Dresden Hauptbahnhof";28;"Dresden Hauptbahnhof";180
28;"Dresden Hauptbahnhof";28;"Dresden Hauptbahnhof";300
28;"Dresden Hauptbahnhof";28;"Dresden Hauptbahnhof";300
28;"Dresden Hauptbahnhof";28;"Dresden Hauptbahnhof";120
28;"Dresden Hauptbahnhof";28;"Dresden Hauptbahnhof";300
28;"Dresden Hauptbahnhof";28;"Dresden Hauptbahnhof";180
28;"Dresden Hauptbahnhof";28;"Dresden Hauptbahnhof";120
28;"Dresden Hauptbahnhof";28;"Dresden Hauptbahnhof";120
28;"Dresden Hauptbahnhof";28;"Dresden Hauptbahnhof";180
28;"Dresden Hauptbahnhof";28;"Dresden Hauptbahnhof";180
28;"Dresden Hauptbahnhof";28;"Dresden Hauptbahnhof";120
28;"Dresden Hauptbahnhof";28;"Dresden Hauptbahnhof";180
28;"Dresden Hauptbahnhof";28;"Dresden Hauptbahnhof";300
28;"Dresden Hauptbahnhof";28;"Dresden Hauptbahnhof";180
28;"Dresden Hauptbahnhof";28;"Dresden Hauptbahnhof";180
28;"Dresden Hauptbahnhof";28;"Dresden Hauptbahnhof";300
28;"Dresden Hauptbahnhof";28;"Dresden Hauptbahnhof";120
28;"Dresden Hauptbahnhof";28;"Dresden Hauptbahnhof";120
28;"Dresden Hauptbahnhof";28;"Dresden Hauptbahnhof";180
28;"Dresden Hauptbahnhof";28;"Dresden Hauptbahnhof";180
28;"Dresden Hauptbahnhof";28;"Dresden Hauptbahnhof";420
28;"Dresden Hauptbahnhof";28;"Dresden Hauptbahnhof";180
28;"Dresden Hauptbahnhof";28;"Dresden Hauptbahnhof";180
28;"Dresden Hauptbahnhof";28;"Dresden Hauptbahnhof";180
28;"Dresden Hauptbahnhof";28;"Dresden Hauptbahnhof";360
28;"Dresden Hauptbahnhof";28;"Dresden Hauptbahnhof";180
28;"Dresden Hauptbahnhof";28;"Dresden Hauptbahnhof";420
28;"Dresden Hauptbahnhof";28;"Dresden Hauptbahnhof";180
28;"Dresden Hauptbahnhof";28;"Dresden Hauptbahnhof";180
28;"Dresden Hauptbahnhof";28;"Dresden Hauptbahnhof";240
28;"Dresden Hauptbahnhof";28;"Dresden Hauptbahnhof";120
28;"Dresden Hauptbahnhof";28;"Dresden Hauptbahnhof";120
28;"Dresden Hauptbahnhof";28;"Dresden Hauptbahnhof";120
28;"Dresden Hauptbahnhof";28;"Dresden Hauptbahnhof";180
28;"Dresden Hauptbahnhof";28;"Dresden Hauptbahnhof";300
28;"Dresden Hauptbahnhof";28;"Dresden Hauptbahnhof";180
28;"Dresden Hauptbahnhof";28;"Dresden Hauptbahnhof";300
28;"Dresden Hauptbahnhof";28;"Dresden Hauptbahnhof";180
28;"Dresden Hauptbahnhof";28;"Dresden Hauptbahnhof";120
28;"Dresden Hauptbahnhof";28;"Dresden Hauptbahnhof";180
28;"Dresden Hauptbahnhof";28;"Dresden Hauptbahnhof";180
28;"Dresden Hauptbahnhof";28;"Dresden Hauptbahnhof";300
28;"Dresden Hauptbahnhof";28;"Dresden Hauptbahnhof";180
28;"Dresden Hauptbahnhof";28;"Dresden Hauptbahnhof";300
28;"Dresden Hauptbahnhof";28;"Dresden Hauptbahnhof";180
28;"Dresden Hauptbahnhof";28;"Dresden Hauptbahnhof";300
28;"Dresden Hauptbahnhof";28;"Dresden Hauptbahnhof";180
28;"Dresden Hauptbahnhof";28;"Dresden Hauptbahnhof";420
28;"Dresden Hauptbahnhof";28;"Dresden Hauptbahnhof";300
28;"Dresden Hauptbahnhof";28;"Dresden Hauptbahnhof";120
28;"Dresden Hauptbahnhof";28;"Dresden Hauptbahnhof";180
28;"Dresden Hauptbahnhof";28;"Dresden Hauptbahnhof";360
28;"Dresden Hauptbahnhof";28;"Dresden Hauptbahnhof";300
28;"Dresden Hauptbahnhof";28;"Dresden Hauptbahnhof";300
28;"Dresden Hauptbahnhof";28;"Dresden Hauptbahnhof";240
28;"Dresden Hauptbahnhof";28;"Dresden Hauptbahnhof";180
28;"Dresden Hauptbahnhof";28;"Dresden Hauptbahnhof";300
28;"Dresden Hauptbahnhof";28;"Dresden Hauptbahnhof";180
28;"Dresden Hauptbahnhof";28;"Dresden Hauptbahnhof";300
28;"Dresden Hauptbahnhof";28;"Dresden Hauptbahnhof";300
28;"Dresden Hauptbahnhof";28;"Dresden Hauptbahnhof";300
28;"Dresden Hauptbahnhof";28;"Dresden Hauptbahnhof";180
28;"Dresden Hauptbahnhof";28;"Dresden Hauptbahnhof";300
28;"Dresden Hauptbahnhof";28;"Dresden Hauptbahnhof";420
29;"Dresden Walpurgisstraße";29;"Dresden Walpurgisstraße";120
29;"Dresden Walpurgisstraße";29;"Dresden Walpurgisstraße";120
29;"Dresden Walpurgisstraße";29;"Dresden Walpurgisstraße";120
29;"Dresden Walpurgisstraße";29;"Dresden Walpurgisstraße";120
30;"Dresden Gret-Palucca-Straße";30;"Dresden Gret-Palucca-Straße";180
30;"Dresden Gret-Palucca-Straße";30;"Dresden Gret-Palucca-Straße";180
30;"Dresden Gret-Palucca-Straße";30;"Dresden Gret-Palucca-Straße";120
30;"Dresden Gret-Palucca-Straße";30;"Dresden Gret-Palucca-Straße";120
30;"Dresden Gret-Palucca-Straße";30;"Dresden Gret-Palucca-Straße";300
30;"Dresden Gret-Palucca-Straße";30;"Dresden Gret-Palucca-Straße";180
30;"Dresden Gret-Palucca-Straße";30;"Dresden Gret-Palucca-Straße";120
30;"Dresden Gret-Palucca-Straße";30;"Dresden Gret-Palucca-Straße";180
30;"Dresden Gret-Palucca-Straße";30;"Dresden Gret-Palucca-Straße";300
32;"Dresden Hauptbahnhof Nord";32;"Dresden Hauptbahnhof Nord";120
32;"Dresden Hauptbahnhof Nord";32;"Dresden Hauptbahnhof Nord";120
32;"Dresden Hauptbahnhof Nord";32;"Dresden Hauptbahnhof Nord";120
32;"Dresden Hauptbahnhof Nord";32;"Dresden Hauptbahnhof Nord";120
35;"Dresden Am Zwingerteich";35;"Dresden Am Zwingerteich";120
35;"Dresden Am Zwingerteich";35;"Dresden Am Zwingerteich";120
35;"Dresden Am Zwingerteich";35;"Dresden Am Zwingerteich";120
35;"Dresden Am Zwingerteich";35;"Dresden Am Zwingerteich";120
37;"Dresden Postplatz";37;"Dresden Postplatz";120
37;"Dresden Postplatz";37;"Dresden Postplatz";240
37;"Dresden Postplatz";37;"Dresden Postplatz";300
37;"Dresden Postplatz";37;"Dresden Postplatz";120
37;"Dresden Postplatz";37;"Dresden Postplatz";240
37;"Dresden Postplatz";37;"Dresden Postplatz";180
37;"Dresden Postplatz";37;"Dresden Postplatz";120
37;"Dresden Postplatz";37;"Dresden Postplatz";120
37;"Dresden Postplatz";37;"Dresden Postplatz";300
37;"Dresden Postplatz";37;"Dresden Postplatz";240
37;"Dresden Postplatz";37;"Dresden Postplatz";240
37;"Dresden Postplatz";37;"Dresden Postplatz";120
37;"Dresden Postplatz";37;"Dresden Postplatz";120
37;"Dresden Postplatz";37;"Dresden Postplatz";300
37;"Dresden Postplatz";37;"Dresden Postplatz";180
37;"Dresden Postplatz";37;"Dresden Postplatz";300
42;"Dresden Trinitatisplatz";42;"Dresden Trinitatisplatz";120
43;"DD Blasewitzer/Fetscherstraße";43;"DD Blasewitzer/Fetscherstraße";120
44;"Dresden Gabelsbergerstraße";44;"Dresden Gabelsbergerstraße";120
48;"Dresden Augsburger Straße";48;"Dresden Augsburger Straße";120
48;"Dresden Augsburger Straße";48;"Dresden Augsburger Straße";120
48;"Dresden Augsburger Straße";48;"Dresden Augsburger Straße";120
48;"Dresden Augsburger Straße";48;"Dresden Augsburger Straße";120
49;"Dresden Königsheimplatz";49;"Dresden Königsheimplatz";120
50;"Dresden Lene-Glatzer-Straße";50;"Dresden Lene-Glatzer-Straße";120
51;"Dresden Prellerstraße";51;"Dresden Prellerstraße";120
52;"Dresden Schillerplatz";52;"Dresden Schillerplatz";120
52;"Dresden Schillerplatz";52;"Dresden Schillerplatz";240
52;"Dresden Schillerplatz";52;"Dresden Schillerplatz";240
52;"Dresden Schillerplatz";52;"Dresden Schillerplatz";300
52;"Dresden Schillerplatz";52;"Dresden Schillerplatz";120
52;"Dresden Schillerplatz";52;"Dresden Schillerplatz";300
52;"Dresden Schillerplatz";52;"Dresden Schillerplatz";300
52;"Dresden Schillerplatz";52;"Dresden Schillerplatz";240
52;"Dresden Schillerplatz";52;"Dresden Schillerplatz";120
52;"Dresden Schillerplatz";52;"Dresden Schillerplatz";420
52;"Dresden Schillerplatz";52;"Dresden Schillerplatz";240
